OP;MARCA;ARTICULO;DESCRIPCION;RUBRO;STOCK_TXT;PVC;IVA;II;MKUP;PVL;OFF;IMAGEN_URL_1;IMAGEN_URL_2;IMAGEN_URL_3;IMAGEN_URL_4;IMAGEN_URL_5;NUEVO_INGRESO
5580;QUIK LOK;LPH/004;Soporte trípode para Notebook, | Construido en Acero | Topes ajustables en altura y profundidad | Bandeja para Mouse extraible  | 25x25cm | Peso 4,4 Kg | Altura 75 - 129cm;Accesorios de Sonido;>10;135726.51;0.21;0;0.45;238132.162;;https://todomusica.com.ar/29499-large_default/img.jpg; https://todomusica.com.ar/29500-large_default/img.jpg; https://todomusica.com.ar/29501-large_default/img.jpg; https://todomusica.com.ar/29502-large_default/img.jpg; https://todomusica.com.ar/29503-large_default/img.jpg;
5580;QUIK LOK;LPH/005;Soporte universal de sobremesa para Notebook, | Construido en Acero | Totalmente plegable | 30x30cm | Peso 2 Kg | Altura 33,5cm | Soporta 15 Kg;Accesorios de Sonido;INGRESANDO;72935.41;0.21;0;0.45;127965.171;;https://todomusica.com.ar/29715-large_default/img.jpg; https://todomusica.com.ar/29716-large_default/img.jpg; https://todomusica.com.ar/29717-large_default/img.jpg; https://todomusica.com.ar/29718-large_default/img.jpg;0;
5580;QUIK LOK;LPH/007;Soporte trípode para Tablet | Construido en Aluminio, estructura trípode Acero | Totalmente plegable | para dispositivos con ancho y largo 111 a 301mm y profundidad 6.9 a 18.7mm | Peso 2 Kg | Altura 65 - 146cm;Accesorios de Sonido;>10;81005.03;0.21;0;0.45;142123.321;;https://todomusica.com.ar/29477-large_default/img.jpg; https://todomusica.com.ar/29478-large_default/img.jpg; https://todomusica.com.ar/29480-large_default/img.jpg; https://todomusica.com.ar/29483-large_default/img.jpg; https://todomusica.com.ar/29484-large_default/img.jpg;
5580;QUIK LOK;LPH/009;Soporte multifunción de mesa  |  (Notebock/Samplers, etc)  | regulable en altura en 4 posiciones, 24 a 37cm atrás y 17 a 31cm adelante | Construído en acero | estantes de 29.8 x 27.7 cm;Accesorios de Sonido;>10;68537.29;0.21;0;0.45;120248.675;;https://todomusica.com.ar/29711-large_default/img.jpg; https://todomusica.com.ar/29712-large_default/img.jpg; https://todomusica.com.ar/29713-large_default/img.jpg; https://todomusica.com.ar/29714-large_default/img.jpg;0;
5580;QUIK LOK;MCR/611K-15 BK;Cable XLR-XLR |  Balanceado  |15 Mts | Conectores  Acabado Negro | Cable CM995K Negro;Cables y Mangueras;INGRESANDO;40982.23;0.21;0;0.45;71903.318;;https://todomusica.com.ar/29465-large_default/img.jpg;0;0;0;0;
5580;QUIK LOK;MCR/611K-20 BK;"Cable XLR-XLR |  Balanceado  | 20 Mts | Conectores  Acabado Negro | Cable CM995K Negro 
";Cables y Mangueras;>10;44654.61;0.21;0;0.45;78346.508;;https://todomusica.com.ar/29464-large_default/img.jpg;0;0;0;0;
5580;QUIK LOK;MCR/611K-3 BK;Cable XLR Balanceado  |3 Mts | Conectores XLR Macho - Hembra, Acabado Negro | Cable CM995K Negro;Cables y Mangueras;INGRESANDO;17506.53;0.21;0;0.45;30715.209;;https://todomusica.com.ar/29463-large_default/img.jpg;0;0;0;0;
5580;QUIK LOK;MCR/611K-4,5 BK;Cable XLR Balanceado  |4.5 Mts | Conectores XLR Macho - Hembra, Acabado Negro | Cable CM995K Negro;Cables y Mangueras;>10;17979.36;0.21;0;0.45;31544.785;;https://todomusica.com.ar/29462-large_default/img.jpg;0;0;0;0;
5580;QUIK LOK;MCR/611K-6 BK;Cable XLR Balanceado  |6 Mts | Conectores XLR Macho - Hembra, Acabado Negro | Cable CM995K Negro;Cables y Mangueras;>10;20564.61;0.21;0;0.45;36080.603;;https://todomusica.com.ar/29653-large_default/img.jpg;0;0;0;0;
5580;QUIK LOK;MCR/611K-9 BK;Cable XLR Balanceado  |9 Mts | Conectores XLR Macho - Hembra, Acabado Negro | Cable CM995K Negro;Cables y Mangueras;INGRESANDO;29311.21;0.21;0;0.45;51426.513;;https://todomusica.com.ar/29652-large_default/img.jpg;0;0;0;0;
